Base Number,Base Name,Pick Up Date,Number of Trips,Number of Vehicles
B00227,"PARK WEST EXEC. SERVICES, INC.",04/29/2015,636,180
B01318,LOWER EAST SIDE C/S CORP,06/28/2015,636,74
B01559,MUNKACS CAR SVC LTD,07/02/2015,636,18
B01509,"BRUNWISH ENTERPRISES,LTD.",07/19/2015,636,51
B00477,INTA-BORO ACRES INC,04/01/2015,635,161
B00837,CAREY LIMO N Y INC,04/22/2015,635,192
B01998,FIRST CORPORATE SEDANS INC.,06/10/2015,635,245
B00221,PROFESSIONAL CAR SERVICE INC,02/06/2015,634,84
B01148,EVELYN CAR SERVICE INC,04/05/2015,634,55
B00706,"VIC & BAY CAR SERVICE, INC",05/08/2015,634,19
B01509,"BRUNWISH ENTERPRISES,LTD.",07/13/2015,634,65
B01300,KENNEDY RAD DISP INC,01/01/2015,633,78
B00227,"PARK WEST EXEC. SERVICES, INC.",02/12/2015,633,182
B01176,SANTO DOMINGO C/S INC,04/17/2015,633,79
B00095,LIBERTY CAR SERVICE INC.,04/23/2015,633,75
B00837,CAREY LIMO N Y INC,05/14/2015,633,192
B00029,COMMUNITY CAR SVC CORP,05/23/2015,633,45
B01559,MUNKACS CAR SVC LTD,07/16/2015,633,18
B00029,COMMUNITY CAR SVC CORP,03/16/2015,632,48
B00373,PARTICULAR PEOPLE CAR SERVICE INC.,05/02/2015,632,4
B00029,COMMUNITY CAR SVC CORP,05/30/2015,632,48
B00014,NY ONE CORP CAR INC,06/16/2015,632,167
B01176,SANTO DOMINGO C/S INC,04/13/2015,631,77
B00014,NY ONE CORP CAR INC,06/23/2015,631,156
B01509,"BRUNWISH ENTERPRISES,LTD.",07/26/2015,631,59
B00221,PROFESSIONAL CAR SERVICE INC,03/24/2015,630,84
B01506,HOYT LIMO & SVC CORP,04/04/2015,630,64
B00014,NY ONE CORP CAR INC,04/15/2015,630,175
B00014,NY ONE CORP CAR INC,04/23/2015,630,171
B00837,CAREY LIMO N Y INC,05/04/2015,630,185
B00227,"PARK WEST EXEC. SERVICES, INC.",06/11/2015,630,176
B01984,NY 88 EXPRESS CORP.,03/06/2015,629,96
B00837,CAREY LIMO N Y INC,05/19/2015,629,202
B01109,UNITED EXP C/L SVCE,05/27/2015,629,80
B00095,LIBERTY CAR SERVICE INC.,07/12/2015,629,58
B01877,U.S.A. LIMO. INC.,02/03/2015,628,136
B01984,NY 88 EXPRESS CORP.,02/05/2015,628,100
B00014,NY ONE CORP CAR INC,04/01/2015,628,174
B00477,INTA-BORO ACRES INC,02/10/2015,627,159
B00037,TRANSP UNLIMITED C/S,03/14/2015,627,48
B00837,CAREY LIMO N Y INC,05/11/2015,627,191
B00014,NY ONE CORP CAR INC,05/20/2015,627,171
B00014,NY ONE CORP CAR INC,06/11/2015,627,167
B00014,NY ONE CORP CAR INC,07/23/2015,627,157
B00919,HARLEM CARS INC.,02/18/2015,626,65
B01506,HOYT LIMO & SVC CORP,03/19/2015,626,68
B00948,510 CAR SERVICE CORP,04/05/2015,626,56
B01087,ELITE LIMO PLUS INC,04/24/2015,626,236
B00095,LIBERTY CAR SERVICE INC.,01/19/2015,625,77
B01312,BROOKLYN RAD DISP INC,02/01/2015,625,84
B01506,HOYT LIMO & SVC CORP,03/13/2015,625,68
B01109,UNITED EXP C/L SVCE,05/28/2015,625,80
B00477,INTA-BORO ACRES INC,06/16/2015,625,162
B00477,INTA-BORO ACRES INC,07/15/2015,625,157
B00014,NY ONE CORP CAR INC,07/30/2015,625,156
B01083,BROAD DYCKMAN C/S INC,02/01/2015,624,81
B00477,INTA-BORO ACRES INC,02/11/2015,624,162
B00919,HARLEM CARS INC.,02/11/2015,624,69
B01984,NY 88 EXPRESS CORP.,03/09/2015,624,96
B00948,510 CAR SERVICE CORP,04/12/2015,624,52
B01506,HOYT LIMO & SVC CORP,04/24/2015,624,74
B00975,"T.J.Q. CAR SERVICE, INC.",05/06/2015,624,48
B00021,MEXICANA HIGH CLASS INC.,05/13/2015,624,65
B00014,NY ONE CORP CAR INC,05/14/2015,624,169
B00477,INTA-BORO ACRES INC,06/10/2015,624,158
B00789,VITAL TRANSPORTATION INC.,06/29/2015,624,194
B00095,LIBERTY CAR SERVICE INC.,07/02/2015,624,66
B00227,"PARK WEST EXEC. SERVICES, INC.",01/14/2015,623,174
B00477,INTA-BORO ACRES INC,01/28/2015,623,151
B01087,ELITE LIMO PLUS INC,03/16/2015,623,243
B00029,COMMUNITY CAR SVC CORP,03/21/2015,623,45
B01109,UNITED EXP C/L SVCE,05/19/2015,623,73
B00014,NY ONE CORP CAR INC,07/07/2015,623,155
B01509,"BRUNWISH ENTERPRISES,LTD.",07/28/2015,623,65
B00227,"PARK WEST EXEC. SERVICES, INC.",01/22/2015,622,165
B00227,"PARK WEST EXEC. SERVICES, INC.",04/22/2015,622,179
B00948,510 CAR SERVICE CORP,04/24/2015,622,58
B00948,510 CAR SERVICE CORP,06/05/2015,622,60
B00889,MEXICANA CAR SERVICE INC.,06/11/2015,622,76
B00948,510 CAR SERVICE CORP,06/13/2015,622,60
B01998,FIRST CORPORATE SEDANS INC.,06/23/2015,622,236
B01509,"BRUNWISH ENTERPRISES,LTD.",07/06/2015,622,69
B00919,HARLEM CARS INC.,01/06/2015,621,71
B00919,HARLEM CARS INC.,01/11/2015,621,74
B00919,HARLEM CARS INC.,02/09/2015,621,63
B00029,COMMUNITY CAR SVC CORP,03/23/2015,621,48
B01998,FIRST CORPORATE SEDANS INC.,04/08/2015,621,232
B01509,"BRUNWISH ENTERPRISES,LTD.",04/14/2015,621,71
B01087,ELITE LIMO PLUS INC,04/17/2015,621,239
B01066,DOMINICANA RAD DISP INC,05/27/2015,621,82
B00948,510 CAR SERVICE CORP,01/10/2015,620,59
B01984,NY 88 EXPRESS CORP.,02/26/2015,620,98
B00014,NY ONE CORP CAR INC,04/29/2015,620,158
B01355,NEW HARLEM C/S INC,06/07/2015,620,46
B00477,INTA-BORO ACRES INC,07/16/2015,620,149
B00014,NY ONE CORP CAR INC,04/09/2015,619,171
B00837,CAREY LIMO N Y INC,05/05/2015,619,188
B00227,"PARK WEST EXEC. SERVICES, INC.",06/03/2015,619,174
B01998,FIRST CORPORATE SEDANS INC.,06/16/2015,619,225
B00014,NY ONE CORP CAR INC,07/21/2015,619,161
B00948,510 CAR SERVICE CORP,01/14/2015,618,62
B00029,COMMUNITY CAR SVC CORP,03/20/2015,618,47
B00014,NY ONE CORP CAR INC,04/16/2015,618,169
B00029,COMMUNITY CAR SVC CORP,05/04/2015,618,50
B00837,CAREY LIMO N Y INC,05/13/2015,618,194
B01509,"BRUNWISH ENTERPRISES,LTD.",08/10/2015,618,64
B00221,PROFESSIONAL CAR SERVICE INC,02/23/2015,617,89
B00221,PROFESSIONAL CAR SERVICE INC,03/27/2015,617,87
B00837,CAREY LIMO N Y INC,04/15/2015,617,186
B00477,INTA-BORO ACRES INC,07/29/2015,617,161
B00254,XYZ TWO WAY RADIO,01/10/2015,616,186
B01984,NY 88 EXPRESS CORP.,02/25/2015,616,98
B00221,PROFESSIONAL CAR SERVICE INC,03/12/2015,616,80
B00948,510 CAR SERVICE CORP,04/19/2015,616,55
B00095,LIBERTY CAR SERVICE INC.,04/30/2015,616,80
B00975,"T.J.Q. CAR SERVICE, INC.",05/22/2015,616,58
B00009,T-D MAINTENANCE,06/16/2015,616,17
B00477,INTA-BORO ACRES INC,06/25/2015,616,151
B00889,MEXICANA CAR SERVICE INC.,06/29/2015,616,76
B00221,PROFESSIONAL CAR SERVICE INC,02/19/2015,615,89
B00221,PROFESSIONAL CAR SERVICE INC,03/17/2015,615,86
B00477,INTA-BORO ACRES INC,04/02/2015,615,164
B00095,LIBERTY CAR SERVICE INC.,04/07/2015,615,71
B00227,"PARK WEST EXEC. SERVICES, INC.",04/16/2015,615,186
B01998,FIRST CORPORATE SEDANS INC.,06/01/2015,615,223
B01509,"BRUNWISH ENTERPRISES,LTD.",07/07/2015,615,69
B00095,LIBERTY CAR SERVICE INC.,07/10/2015,615,69
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",03/14/2015,614,71
B00919,HARLEM CARS INC.,03/18/2015,614,58
B00014,NY ONE CORP CAR INC,06/01/2015,614,154
B00037,TRANSP UNLIMITED C/S,06/06/2015,614,50
B00948,510 CAR SERVICE CORP,06/12/2015,614,58
B00095,LIBERTY CAR SERVICE INC.,07/30/2015,614,67
B00477,INTA-BORO ACRES INC,07/30/2015,614,156
B01066,DOMINICANA RAD DISP INC,01/19/2015,613,81
B00029,COMMUNITY CAR SVC CORP,03/28/2015,613,46
B00789,VITAL TRANSPORTATION INC.,05/15/2015,613,212
B00221,PROFESSIONAL CAR SERVICE INC,03/26/2015,612,88
B00029,COMMUNITY CAR SVC CORP,03/27/2015,612,46
B01506,HOYT LIMO & SVC CORP,04/03/2015,612,62
B00477,INTA-BORO ACRES INC,04/15/2015,612,163
B00948,510 CAR SERVICE CORP,06/01/2015,612,60
B00014,NY ONE CORP CAR INC,06/15/2015,612,164
b01233,NEW LACONIA RAD DISP INC,07/03/2015,612,97
B01559,MUNKACS CAR SVC LTD,07/07/2015,612,19
B00477,INTA-BORO ACRES INC,01/08/2015,611,140
B01066,DOMINICANA RAD DISP INC,01/22/2015,611,85
B00837,CAREY LIMO N Y INC,05/07/2015,611,186
B00221,PROFESSIONAL CAR SERVICE INC,01/16/2015,610,87
B00477,INTA-BORO ACRES INC,01/22/2015,610,156
B00254,XYZ TWO WAY RADIO,01/26/2015,610,187
B01148,EVELYN CAR SERVICE INC,02/06/2015,610,66
B00919,HARLEM CARS INC.,02/12/2015,610,70
B01312,BROOKLYN RAD DISP INC,03/01/2015,610,76
B00221,PROFESSIONAL CAR SERVICE INC,03/25/2015,610,88
B00037,TRANSP UNLIMITED C/S,03/28/2015,610,48
B00837,CAREY LIMO N Y INC,04/16/2015,610,187
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",07/31/2015,610,78
B00227,"PARK WEST EXEC. SERVICES, INC.",01/13/2015,609,165
B00221,PROFESSIONAL CAR SERVICE INC,03/19/2015,609,86
B00477,INTA-BORO ACRES INC,04/21/2015,609,172
B00014,NY ONE CORP CAR INC,04/22/2015,609,163
B01109,UNITED EXP C/L SVCE,05/26/2015,609,80
B00948,510 CAR SERVICE CORP,01/06/2015,608,61
B00948,510 CAR SERVICE CORP,01/25/2015,608,61
B00095,LIBERTY CAR SERVICE INC.,04/08/2015,608,68
B01506,HOYT LIMO & SVC CORP,04/20/2015,608,72
B00029,COMMUNITY CAR SVC CORP,05/03/2015,608,44
B00477,INTA-BORO ACRES INC,04/09/2015,607,155
B00095,LIBERTY CAR SERVICE INC.,04/22/2015,607,66
B00837,CAREY LIMO N Y INC,05/28/2015,607,189
B01506,HOYT LIMO & SVC CORP,03/22/2015,606,54
B00029,COMMUNITY CAR SVC CORP,03/29/2015,606,34
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",04/25/2015,606,65
B00477,INTA-BORO ACRES INC,04/30/2015,606,162
B00706,"VIC & BAY CAR SERVICE, INC",05/07/2015,606,19
B00975,"T.J.Q. CAR SERVICE, INC.",05/29/2015,606,54
B00095,LIBERTY CAR SERVICE INC.,06/03/2015,606,64
B00889,MEXICANA CAR SERVICE INC.,06/09/2015,606,72
B01355,NEW HARLEM C/S INC,06/28/2015,606,46
B00095,LIBERTY CAR SERVICE INC.,07/05/2015,606,58
B00948,510 CAR SERVICE CORP,01/07/2015,605,60
B00477,INTA-BORO ACRES INC,02/23/2015,605,164
B01984,NY 88 EXPRESS CORP.,02/27/2015,605,95
B00381,BELL RADIO INC,03/11/2015,605,130
B00221,PROFESSIONAL CAR SERVICE INC,03/20/2015,605,86
B00373,PARTICULAR PEOPLE CAR SERVICE INC.,04/03/2015,605,4
B00948,510 CAR SERVICE CORP,04/07/2015,605,61
B01265,CAPRICE C/S CORP,05/01/2015,605,69
B00029,COMMUNITY CAR SVC CORP,05/11/2015,605,51
B00889,MEXICANA CAR SERVICE INC.,06/03/2015,605,74
B00837,CAREY LIMO N Y INC,06/09/2015,605,207
B01176,SANTO DOMINGO C/S INC,04/02/2015,604,77
B00014,NY ONE CORP CAR INC,05/06/2015,604,166
B00021,MEXICANA HIGH CLASS INC.,05/19/2015,604,62
b02301,DOUBLE A CAR SERVICE INC.,05/22/2015,604,27
B00789,VITAL TRANSPORTATION INC.,05/29/2015,604,203
B00948,510 CAR SERVICE CORP,06/21/2015,604,53
B00837,CAREY LIMO N Y INC,06/24/2015,604,195
B01312,BROOKLYN RAD DISP INC,01/31/2015,603,85
B00837,CAREY LIMO N Y INC,02/12/2015,603,197
B00221,PROFESSIONAL CAR SERVICE INC,02/26/2015,603,90
B00248,YELLOWSTONE TRANSPORTATION INC.,03/05/2015,603,83
B01066,DOMINICANA RAD DISP INC,05/18/2015,603,82
B00889,MEXICANA CAR SERVICE INC.,06/04/2015,603,70
B00837,CAREY LIMO N Y INC,06/11/2015,603,197
B01300,KENNEDY RAD DISP INC,01/19/2015,602,107
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",02/02/2015,602,94
B00221,PROFESSIONAL CAR SERVICE INC,02/13/2015,602,89
B00095,LIBERTY CAR SERVICE INC.,04/15/2015,602,72
B00477,INTA-BORO ACRES INC,04/28/2015,602,168
B00029,COMMUNITY CAR SVC CORP,05/22/2015,602,50
B00014,NY ONE CORP CAR INC,07/01/2015,602,162
B00014,NY ONE CORP CAR INC,01/20/2015,601,175
B01148,EVELYN CAR SERVICE INC,02/07/2015,601,61
B00227,"PARK WEST EXEC. SERVICES, INC.",02/24/2015,601,166
B00095,LIBERTY CAR SERVICE INC.,06/04/2015,601,66
B00227,"PARK WEST EXEC. SERVICES, INC.",06/04/2015,601,173
B00477,INTA-BORO ACRES INC,06/18/2015,601,153
B00221,PROFESSIONAL CAR SERVICE INC,01/23/2015,600,85
B00037,TRANSP UNLIMITED C/S,04/25/2015,600,51
B00014,NY ONE CORP CAR INC,06/04/2015,600,168
B00837,CAREY LIMO N Y INC,06/10/2015,600,194
B01355,NEW HARLEM C/S INC,06/20/2015,600,46
B00221,PROFESSIONAL CAR SERVICE INC,01/14/2015,599,81
B00227,"PARK WEST EXEC. SERVICES, INC.",04/23/2015,599,192
B01998,FIRST CORPORATE SEDANS INC.,04/28/2015,599,236
B00227,"PARK WEST EXEC. SERVICES, INC.",06/17/2015,599,171
B01998,FIRST CORPORATE SEDANS INC.,06/24/2015,599,241
B01312,BROOKLYN RAD DISP INC,01/19/2015,598,103
B00037,TRANSP UNLIMITED C/S,03/07/2015,598,49
B00037,TRANSP UNLIMITED C/S,03/21/2015,598,48
B01998,FIRST CORPORATE SEDANS INC.,04/07/2015,598,220
B01506,HOYT LIMO & SVC CORP,04/11/2015,598,62
B01998,FIRST CORPORATE SEDANS INC.,06/09/2015,598,232
B01998,FIRST CORPORATE SEDANS INC.,06/18/2015,598,234
B00221,PROFESSIONAL CAR SERVICE INC,02/10/2015,597,86
B00477,INTA-BORO ACRES INC,04/20/2015,597,168
b01233,NEW LACONIA RAD DISP INC,07/19/2015,597,107
B02107,APOLLO RADIO DISPATCH INC.,01/21/2015,596,83
B01148,EVELYN CAR SERVICE INC,02/14/2015,596,60
B01265,CAPRICE C/S CORP,04/11/2015,596,65
B00975,"T.J.Q. CAR SERVICE, INC.",05/05/2015,596,46
B01355,NEW HARLEM C/S INC,07/04/2015,596,51
B00948,510 CAR SERVICE CORP,01/05/2015,595,61
B00477,INTA-BORO ACRES INC,01/13/2015,595,152
B00014,NY ONE CORP CAR INC,04/08/2015,595,167
B01176,SANTO DOMINGO C/S INC,04/21/2015,595,75
B00095,LIBERTY CAR SERVICE INC.,04/28/2015,595,73
B00029,COMMUNITY CAR SVC CORP,05/16/2015,595,46
B00029,COMMUNITY CAR SVC CORP,05/18/2015,595,46
B00919,HARLEM CARS INC.,01/02/2015,594,76
b01346,ARECIBO C/S INC,01/19/2015,594,103
B00221,PROFESSIONAL CAR SERVICE INC,01/21/2015,594,89
B00227,"PARK WEST EXEC. SERVICES, INC.",02/10/2015,594,170
B00227,"PARK WEST EXEC. SERVICES, INC.",04/14/2015,594,189
B00227,"PARK WEST EXEC. SERVICES, INC.",06/02/2015,594,174
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",07/06/2015,594,72
B00014,NY ONE CORP CAR INC,07/29/2015,594,152
B00014,NY ONE CORP CAR INC,01/06/2015,593,159
B00948,510 CAR SERVICE CORP,01/28/2015,593,62
B01312,BROOKLYN RAD DISP INC,02/08/2015,593,82
B01506,HOYT LIMO & SVC CORP,03/12/2015,593,66
B00227,"PARK WEST EXEC. SERVICES, INC.",06/10/2015,593,174
B00837,CAREY LIMO N Y INC,06/16/2015,593,199
B00095,LIBERTY CAR SERVICE INC.,06/29/2015,593,64
B01312,BROOKLYN RAD DISP INC,01/26/2015,592,104
B00221,PROFESSIONAL CAR SERVICE INC,02/25/2015,592,86
B00037,TRANSP UNLIMITED C/S,06/13/2015,592,46
B00037,TRANSP UNLIMITED C/S,06/27/2015,592,51
B00014,NY ONE CORP CAR INC,01/12/2015,591,164
B01066,DOMINICANA RAD DISP INC,01/26/2015,591,77
B00789,VITAL TRANSPORTATION INC.,04/10/2015,591,205
B00014,NY ONE CORP CAR INC,05/12/2015,591,169
B00221,PROFESSIONAL CAR SERVICE INC,06/03/2015,591,89
B01559,MUNKACS CAR SVC LTD,07/22/2015,591,18
B01087,ELITE LIMO PLUS INC,03/27/2015,590,249
B01506,HOYT LIMO & SVC CORP,04/17/2015,590,74
B00227,"PARK WEST EXEC. SERVICES, INC.",04/21/2015,590,180
B00948,510 CAR SERVICE CORP,04/22/2015,590,59
B00029,COMMUNITY CAR SVC CORP,03/13/2015,589,47
B00919,HARLEM CARS INC.,03/25/2015,589,62
B00919,HARLEM CARS INC.,03/26/2015,589,62
B00095,LIBERTY CAR SERVICE INC.,04/14/2015,589,73
B00837,CAREY LIMO N Y INC,06/17/2015,589,191
B00477,INTA-BORO ACRES INC,06/24/2015,589,148
B00477,INTA-BORO ACRES INC,07/22/2015,589,158
B00919,HARLEM CARS INC.,01/29/2015,588,70
B01506,HOYT LIMO & SVC CORP,03/04/2015,588,64
B01506,HOYT LIMO & SVC CORP,03/15/2015,588,58
B00029,COMMUNITY CAR SVC CORP,03/30/2015,588,45
B00919,HARLEM CARS INC.,03/30/2015,588,61
B00837,CAREY LIMO N Y INC,04/08/2015,588,188
B01265,CAPRICE C/S CORP,05/02/2015,588,70
B00029,COMMUNITY CAR SVC CORP,05/14/2015,588,48
B01109,UNITED EXP C/L SVCE,05/20/2015,588,76
B00029,COMMUNITY CAR SVC CORP,05/27/2015,588,50
B00706,"VIC & BAY CAR SERVICE, INC",05/31/2015,588,14
B00789,VITAL TRANSPORTATION INC.,06/12/2015,588,192
B00095,LIBERTY CAR SERVICE INC.,06/15/2015,588,62
B00477,INTA-BORO ACRES INC,07/23/2015,588,154
B00919,HARLEM CARS INC.,01/05/2015,587,68
B01877,U.S.A. LIMO. INC.,02/04/2015,587,138
B00221,PROFESSIONAL CAR SERVICE INC,02/27/2015,587,90
B01176,SANTO DOMINGO C/S INC,04/09/2015,587,75
B00221,PROFESSIONAL CAR SERVICE INC,04/15/2015,587,78
B00029,COMMUNITY CAR SVC CORP,05/28/2015,587,51
B00095,LIBERTY CAR SERVICE INC.,01/12/2015,586,84
B01148,EVELYN CAR SERVICE INC,02/15/2015,586,51
B00221,PROFESSIONAL CAR SERVICE INC,03/18/2015,586,81
B00095,LIBERTY CAR SERVICE INC.,04/21/2015,586,68
B00221,PROFESSIONAL CAR SERVICE INC,06/04/2015,586,90
B01984,NY 88 EXPRESS CORP.,03/16/2015,585,95
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",04/04/2015,585,57
B00029,COMMUNITY CAR SVC CORP,05/05/2015,585,50
B00477,INTA-BORO ACRES INC,06/11/2015,585,160
B00221,PROFESSIONAL CAR SERVICE INC,06/24/2015,585,85
B00227,"PARK WEST EXEC. SERVICES, INC.",01/29/2015,584,171
B01506,HOYT LIMO & SVC CORP,03/08/2015,584,55
B01506,HOYT LIMO & SVC CORP,03/26/2015,584,70
B00948,510 CAR SERVICE CORP,04/06/2015,584,59
B00837,CAREY LIMO N Y INC,04/29/2015,584,189
B00837,CAREY LIMO N Y INC,06/02/2015,584,182
B00837,CAREY LIMO N Y INC,06/08/2015,584,188
B00095,LIBERTY CAR SERVICE INC.,06/18/2015,584,72
B00948,510 CAR SERVICE CORP,06/22/2015,584,57
B00095,LIBERTY CAR SERVICE INC.,07/09/2015,584,68
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",07/27/2015,584,78
B00948,510 CAR SERVICE CORP,04/16/2015,583,61
B00919,HARLEM CARS INC.,02/21/2015,582,70
B00037,TRANSP UNLIMITED C/S,03/22/2015,582,42
B00095,LIBERTY CAR SERVICE INC.,06/08/2015,582,62
B00227,"PARK WEST EXEC. SERVICES, INC.",06/25/2015,582,171
B00477,INTA-BORO ACRES INC,07/14/2015,582,155
B01282,NEW LOTS C/S INC,01/01/2015,581,43
B00014,NY ONE CORP CAR INC,02/23/2015,581,164
B00221,PROFESSIONAL CAR SERVICE INC,03/30/2015,581,87
B01506,HOYT LIMO & SVC CORP,04/10/2015,581,65
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",05/10/2015,581,50
B00029,COMMUNITY CAR SVC CORP,05/15/2015,581,49
B00477,INTA-BORO ACRES INC,01/12/2015,580,146
B01506,HOYT LIMO & SVC CORP,03/02/2015,580,57
B01087,ELITE LIMO PLUS INC,04/06/2015,580,231
B00037,TRANSP UNLIMITED C/S,04/18/2015,580,49
B00948,510 CAR SERVICE CORP,06/23/2015,580,56
B00477,INTA-BORO ACRES INC,07/08/2015,580,151
B01148,EVELYN CAR SERVICE INC,01/10/2015,579,61
B01148,EVELYN CAR SERVICE INC,02/01/2015,579,52
B00477,INTA-BORO ACRES INC,04/27/2015,579,158
B00477,INTA-BORO ACRES INC,06/08/2015,579,156
B00095,LIBERTY CAR SERVICE INC.,06/17/2015,579,65
B01559,MUNKACS CAR SVC LTD,07/23/2015,579,16
B00948,510 CAR SERVICE CORP,01/04/2015,578,57
B00227,"PARK WEST EXEC. SERVICES, INC.",02/18/2015,578,170
B00029,COMMUNITY CAR SVC CORP,03/22/2015,578,40
B01265,CAPRICE C/S CORP,04/05/2015,578,58
B01176,SANTO DOMINGO C/S INC,04/06/2015,578,79
B00014,NY ONE CORP CAR INC,04/07/2015,578,164
B00221,PROFESSIONAL CAR SERVICE INC,04/24/2015,578,86
b02301,DOUBLE A CAR SERVICE INC.,05/01/2015,578,26
B00221,PROFESSIONAL CAR SERVICE INC,05/21/2015,578,83
B01730,LUCKY EXPRESS CORPORATION,05/22/2015,578,110
B01355,NEW HARLEM C/S INC,06/12/2015,578,49
B00014,NY ONE CORP CAR INC,06/24/2015,578,146
B00477,INTA-BORO ACRES INC,07/21/2015,578,146
B01506,HOYT LIMO & SVC CORP,03/18/2015,577,64
B01176,SANTO DOMINGO C/S INC,04/30/2015,577,75
B01109,UNITED EXP C/L SVCE,05/18/2015,577,77
b00965,"NELPEL CAR SVC, INC.",07/26/2015,577,26
B01148,EVELYN CAR SERVICE INC,01/17/2015,576,60
B00221,PROFESSIONAL CAR SERVICE INC,03/11/2015,576,76
B01176,SANTO DOMINGO C/S INC,04/23/2015,576,77
B00889,MEXICANA CAR SERVICE INC.,06/30/2015,576,73
b00965,"NELPEL CAR SVC, INC.",08/04/2015,576,19
B01984,NY 88 EXPRESS CORP.,02/09/2015,575,93
B00221,PROFESSIONAL CAR SERVICE INC,04/01/2015,575,85
B01998,FIRST CORPORATE SEDANS INC.,04/20/2015,575,231
B00014,NY ONE CORP CAR INC,04/21/2015,575,174
B01998,FIRST CORPORATE SEDANS INC.,06/11/2015,575,231
B02715,GROUNDANYWHERE LLC,06/24/2015,575,151
B00477,INTA-BORO ACRES INC,06/30/2015,575,155
B00014,NY ONE CORP CAR INC,01/28/2015,574,170
B00254,XYZ TWO WAY RADIO,02/08/2015,574,167
B00837,CAREY LIMO N Y INC,02/24/2015,574,176
B00221,PROFESSIONAL CAR SERVICE INC,03/23/2015,574,89
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",03/28/2015,574,72
B00221,PROFESSIONAL CAR SERVICE INC,03/10/2015,573,82
B01176,SANTO DOMINGO C/S INC,04/01/2015,573,79
B01265,CAPRICE C/S CORP,04/04/2015,573,66
B00029,COMMUNITY CAR SVC CORP,05/17/2015,573,43
b02301,DOUBLE A CAR SERVICE INC.,06/19/2015,573,29
B00477,INTA-BORO ACRES INC,07/09/2015,573,146
B00221,PROFESSIONAL CAR SERVICE INC,01/15/2015,572,85
B00837,CAREY LIMO N Y INC,02/11/2015,572,187
B00477,INTA-BORO ACRES INC,04/08/2015,572,162
B01265,CAPRICE C/S CORP,04/25/2015,572,63
b02301,DOUBLE A CAR SERVICE INC.,05/08/2015,572,24
B00221,PROFESSIONAL CAR SERVICE INC,05/20/2015,572,81
B00975,"T.J.Q. CAR SERVICE, INC.",05/25/2015,572,51
b02301,DOUBLE A CAR SERVICE INC.,06/27/2015,572,27
B00477,INTA-BORO ACRES INC,07/28/2015,572,154
b01233,NEW LACONIA RAD DISP INC,07/28/2015,572,99
B00221,PROFESSIONAL CAR SERVICE INC,01/13/2015,571,80
B00837,CAREY LIMO N Y INC,01/13/2015,571,172
B01984,NY 88 EXPRESS CORP.,01/14/2015,571,100
B00221,PROFESSIONAL CAR SERVICE INC,01/20/2015,571,86
B00221,PROFESSIONAL CAR SERVICE INC,02/04/2015,571,82
B01998,FIRST CORPORATE SEDANS INC.,04/13/2015,571,218
B00014,NY ONE CORP CAR INC,05/07/2015,571,167
B00014,NY ONE CORP CAR INC,05/13/2015,571,167
B00029,COMMUNITY CAR SVC CORP,05/26/2015,571,51
B00014,NY ONE CORP CAR INC,07/20/2015,571,152
b00965,"NELPEL CAR SVC, INC.",07/23/2015,571,19
B00221,PROFESSIONAL CAR SERVICE INC,02/11/2015,570,89
B00948,510 CAR SERVICE CORP,04/15/2015,570,58
B01998,FIRST CORPORATE SEDANS INC.,04/27/2015,570,241
B00221,PROFESSIONAL CAR SERVICE INC,04/28/2015,570,85
B00029,COMMUNITY CAR SVC CORP,05/31/2015,570,39
B00095,LIBERTY CAR SERVICE INC.,06/02/2015,570,62
B01559,MUNKACS CAR SVC LTD,07/06/2015,570,18
B00221,PROFESSIONAL CAR SERVICE INC,01/22/2015,569,85
B01506,HOYT LIMO & SVC CORP,04/01/2015,569,69
B00221,PROFESSIONAL CAR SERVICE INC,04/20/2015,569,81
B00837,CAREY LIMO N Y INC,04/28/2015,569,183
B00477,INTA-BORO ACRES INC,06/01/2015,569,151
B00948,510 CAR SERVICE CORP,06/04/2015,569,57
B00014,NY ONE CORP CAR INC,06/08/2015,569,171
B00789,VITAL TRANSPORTATION INC.,07/06/2015,569,203
B01066,DOMINICANA RAD DISP INC,01/21/2015,568,82
B00221,PROFESSIONAL CAR SERVICE INC,03/03/2015,568,82
B00221,PROFESSIONAL CAR SERVICE INC,03/06/2015,568,78
B00037,TRANSP UNLIMITED C/S,04/11/2015,568,50
B00948,510 CAR SERVICE CORP,04/14/2015,568,55
B00706,"VIC & BAY CAR SERVICE, INC",05/02/2015,568,18
B00029,COMMUNITY CAR SVC CORP,05/07/2015,568,48
B00837,CAREY LIMO N Y INC,06/03/2015,568,195
B00948,510 CAR SERVICE CORP,06/07/2015,568,56
b00965,"NELPEL CAR SVC, INC.",08/10/2015,568,19
B01148,EVELYN CAR SERVICE INC,01/30/2015,567,63
B01506,HOYT LIMO & SVC CORP,03/23/2015,567,66
